Index, Time, t(seconds), T1,T2,T3,T4,T5,T6,T7,T8,Tenv,Tavg,Tmin,Tmax,Trange,Tsigma,,difference-in-temp
196, 2024/5/3 14:07:44,196.22,17.54,18.68,43.28,6.208,--,--,--,--,23.43,27.55,17.54,43.28,25.74,12.05864,,
197, 2024/5/3 14:07:45,197.22,17.56,18.77,43.26,6.208,--,--,--,--,23.44,27.57,17.56,43.26,25.7,12.02238,,
198, 2024/5/3 14:07:46,198.22,17.56,18.87,43.19,6.224,--,--,--,--,23.45,27.59,17.56,43.19,25.63,11.96935,,
199, 2024/5/3 14:07:47,199.23,17.56,18.87,43.14,6.208,--,--,--,--,23.44,27.57,17.56,43.14,25.58,11.94588,,
200, 2024/5/3 14:07:48,200.23,17.55,18.85,43.06,6.216,--,--,--,--,23.44,27.54,17.55,43.06,25.51,11.91967,,
201, 2024/5/3 14:07:49,201.23,17.53,18.86,43.01,6.2,--,--,--,--,23.44,27.52,17.53,43.01,25.48,11.89937,,
202, 2024/5/3 14:07:50,202.23,17.62,18.95,42.98,6.232,--,--,--,--,23.44,27.57,17.62,42.98,25.36,11.84287,,
203, 2024/5/3 14:07:51,203.23,17.6,19.04,42.91,6.208,--,--,--,--,23.44,27.56,17.6,42.91,25.31,11.7937,,
204, 2024/5/3 14:07:52,204.23,17.62,19.02,42.87,6.192,--,--,--,--,23.43,27.55,17.62,42.87,25.25,11.77377,,
205, 2024/5/3 14:07:53,205.23,17.61,18.95,42.81,6.208,--,--,--,--,23.45,27.52,17.61,42.81,25.2,11.7693,,
206, 2024/5/3 14:07:54,206.24,17.61,18.93,42.74,6.208,--,--,--,--,23.44,27.5,17.61,42.74,25.13,11.74386,,
207, 2024/5/3 14:07:55,207.24,17.61,18.86,42.68,6.216,--,--,--,--,23.44,27.47,17.61,42.68,25.07,11.73589,,
208, 2024/5/3 14:07:56,208.24,17.62,18.78,42.6,6.216,--,--,--,--,23.44,27.43,17.62,42.6,24.98,11.71816,,
209, 2024/5/3 14:07:57,209.24,17.61,18.7,42.56,6.208,--,--,--,--,23.44,27.39,17.61,42.56,24.95,11.72248,,
210, 2024/5/3 14:07:58,210.24,17.6,18.6,42.55,6.192,--,--,--,--,23.44,27.36,17.6,42.55,24.95,11.74384,,
211, 2024/5/3 14:07:59,211.24,17.61,18.53,42.46,6.208,--,--,--,--,23.44,27.33,17.61,42.46,24.85,11.72166,,
212, 2024/5/3 14:08:00,212.24,17.6,18.43,42.44,6.216,--,--,--,--,23.45,27.3,17.6,42.44,24.84,11.74187,,
213, 2024/5/3 14:08:01,213.25,17.61,18.39,42.38,6.192,--,--,--,--,23.45,27.27,17.61,42.38,24.77,11.7205,,
214, 2024/5/3 14:08:02,214.25,17.59,18.31,42.35,6.192,--,--,--,--,23.46,27.23,17.59,42.35,24.76,11.73333,,
215, 2024/5/3 14:08:03,215.25,17.59,18.24,42.29,6.2,--,--,--,--,23.45,27.2,17.59,42.29,24.7,11.72635,,
216, 2024/5/3 14:08:04,216.25,17.59,18.2,42.24,6.224,--,--,--,--,23.45,27.19,17.59,42.24,24.65,11.71813,,
217, 2024/5/3 14:08:05,217.25,17.61,18.18,42.16,6.184,--,--,--,--,23.45,27.16,17.61,42.16,24.55,11.67851,,
218, 2024/5/3 14:08:06,218.25,17.58,18.16,42.14,6.208,--,--,--,--,23.45,27.15,17.58,42.14,24.56,11.68628,,
219, 2024/5/3 14:08:07,219.25,17.58,18.11,42.11,6.2,--,--,--,--,23.45,27.12,17.58,42.11,24.53,11.68527,,
220, 2024/5/3 14:08:08,220.26,17.57,18.13,42.07,6.184,--,--,--,--,23.45,27.11,17.57,42.07,24.5,11.66372,,
221, 2024/5/3 14:08:09,221.25,17.6,18.14,42,6.192,--,--,--,--,23.45,27.11,17.6,42,24.4,11.62408,,
222, 2024/5/3 14:08:10,222.26,17.6,18.11,41.98,6.184,--,--,--,--,23.46,27.09,17.6,41.98,24.38,11.62223,,
223, 2024/5/3 14:08:11,223.26,17.59,18.1,41.92,6.192,--,--,--,--,23.45,27.07,17.59,41.92,24.33,11.60296,,
224, 2024/5/3 14:08:12,224.26,17.58,18.06,41.89,6.208,--,--,--,--,23.45,27.06,17.58,41.89,24.31,11.6053,,
225, 2024/5/3 14:08:13,225.26,17.61,18.09,41.85,6.2,--,--,--,--,23.46,27.06,17.61,41.85,24.24,11.57129,,
226, 2024/5/3 14:08:14,226.26,17.58,18.02,41.81,6.192,--,--,--,--,23.46,27.02,17.58,41.81,24.23,11.57948,,
227, 2024/5/3 14:08:15,227.26,17.56,18.03,41.79,6.208,--,--,--,--,23.45,27.02,17.56,41.79,24.23,11.57594,,
228, 2024/5/3 14:08:16,228.26,17.58,18.03,41.74,6.2,--,--,--,--,23.46,27.01,17.58,41.74,24.16,11.54817,,
229, 2024/5/3 14:08:17,229.27,17.59,18.04,41.7,6.176,--,--,--,--,23.46,27,17.59,41.7,24.11,11.52266,,
230, 2024/5/3 14:08:18,230.27,17.56,18.02,41.66,6.216,--,--,--,--,23.45,26.99,17.56,41.66,24.1,11.52437,,
231, 2024/5/3 14:08:19,231.27,17.55,18.04,41.62,6.216,--,--,--,--,23.46,26.98,17.55,41.62,24.07,11.50494,,
232, 2024/5/3 14:08:20,232.27,17.59,18.06,41.59,6.208,--,--,--,--,23.47,26.99,17.59,41.59,24,11.47503,,
233, 2024/5/3 14:08:21,233.27,17.56,18.1,41.55,6.192,--,--,--,--,23.45,26.97,17.56,41.55,23.99,11.45375,,
234, 2024/5/3 14:08:22,234.27,17.58,18.16,41.5,6.2,--,--,--,--,23.46,26.98,17.58,41.5,23.92,11.41267,,
235, 2024/5/3 14:08:23,235.27,17.58,18.14,41.47,6.192,--,--,--,--,23.45,26.97,17.58,41.47,23.89,11.40402,,
236, 2024/5/3 14:08:24,236.28,17.59,18.22,41.46,6.2,--,--,--,--,23.46,26.99,17.59,41.46,23.87,11.37752,,
237, 2024/5/3 14:08:25,237.28,17.55,18.27,41.41,6.208,--,--,--,--,23.46,26.98,17.55,41.41,23.86,11.35565,,
238, 2024/5/3 14:08:26,238.28,17.58,18.28,41.4,6.184,--,--,--,--,23.46,26.98,17.58,41.4,23.82,11.33729,,
239, 2024/5/3 14:08:27,239.28,17.58,18.31,41.37,6.192,--,--,--,--,23.45,26.99,17.58,41.37,23.79,11.31799,,
240, 2024/5/3 14:08:28,240.28,17.59,18.33,41.34,6.216,--,--,--,--,23.45,26.99,17.59,41.34,23.75,11.30069,,
241, 2024/5/3 14:08:29,241.28,17.58,18.27,41.27,6.176,--,--,--,--,23.45,26.95,17.58,41.27,23.69,11.2837,,
242, 2024/5/3 14:08:30,242.28,17.59,18.32,41.25,6.2,--,--,--,--,23.46,26.96,17.59,41.25,23.66,11.26297,,
243, 2024/5/3 14:08:31,243.29,17.58,18.38,41.2,6.208,--,--,--,--,23.46,26.97,17.58,41.2,23.62,11.2304,,
244, 2024/5/3 14:08:32,244.29,17.57,18.47,41.17,6.208,--,--,--,--,23.46,26.98,17.57,41.17,23.6,11.19766,,
245, 2024/5/3 14:08:33,245.29,17.57,18.51,41.1,6.208,--,--,--,--,23.46,26.97,17.57,41.1,23.53,11.15798,,
246, 2024/5/3 14:08:34,246.29,17.56,18.45,41.08,6.208,--,--,--,--,23.46,26.95,17.56,41.08,23.52,11.16753,,
247, 2024/5/3 14:08:35,247.29,17.59,18.49,41.08,6.216,--,--,--,--,23.46,26.97,17.59,41.08,23.49,11.15011,,
248, 2024/5/3 14:08:36,248.29,17.6,18.53,41.01,6.208,--,--,--,--,23.47,26.96,17.6,41.01,23.41,11.10652,,
249, 2024/5/3 14:08:37,249.29,17.61,18.55,40.97,6.208,--,--,--,--,23.46,26.96,17.61,40.97,23.36,11.08179,,
250, 2024/5/3 14:08:38,250.3,17.61,18.57,40.96,6.216,--,--,--,--,23.47,26.96,17.61,40.96,23.35,11.07365,,
251, 2024/5/3 14:08:39,251.3,17.59,18.52,40.92,6.192,--,--,--,--,23.46,26.93,17.59,40.92,23.33,11.07168,,
252, 2024/5/3 14:08:40,252.3,17.6,18.5,40.86,6.2,--,--,--,--,23.45,26.91,17.6,40.86,23.26,11.04981,,
253, 2024/5/3 14:08:41,253.3,17.58,18.45,40.83,6.224,--,--,--,--,23.46,26.9,17.58,40.83,23.25,11.05896,,
254, 2024/5/3 14:08:42,254.3,17.59,18.41,40.82,6.192,--,--,--,--,23.46,26.88,17.59,40.82,23.23,11.05755,,
255, 2024/5/3 14:08:43,255.3,17.61,18.39,40.78,6.216,--,--,--,--,23.47,26.87,17.61,40.78,23.17,11.04373,,
256, 2024/5/3 14:08:44,256.3,17.56,18.38,40.71,6.216,--,--,--,--,23.46,26.84,17.56,40.71,23.15,11.03092,,
257, 2024/5/3 14:08:45,257.3,17.57,18.3,40.71,6.208,--,--,--,--,23.47,26.82,17.57,40.71,23.14,11.04747,,
258, 2024/5/3 14:08:46,258.31,17.6,18.38,40.65,6.192,--,--,--,--,23.48,26.83,17.6,40.65,23.05,10.99106,,
259, 2024/5/3 14:08:47,259.31,17.57,18.35,40.62,6.232,--,--,--,--,23.47,26.82,17.57,40.62,23.05,11.00048,,
260, 2024/5/3 14:08:48,260.31,17.59,18.32,40.59,6.224,--,--,--,--,23.47,26.81,17.59,40.59,23,10.98886,,
261, 2024/5/3 14:08:49,261.31,17.58,18.26,40.58,6.2,--,--,--,--,23.46,26.78,17.58,40.58,23,10.99937,,
262, 2024/5/3 14:08:50,262.31,17.59,18.28,40.52,6.232,--,--,--,--,23.47,26.78,17.59,40.52,22.93,10.97112,,
263, 2024/5/3 14:08:51,263.31,17.62,18.24,40.5,6.2,--,--,--,--,23.47,26.76,17.62,40.5,22.88,10.95996,,
264, 2024/5/3 14:08:52,264.31,17.6,18.24,40.46,6.216,--,--,--,--,23.46,26.75,17.6,40.46,22.86,10.95123,,
265, 2024/5/3 14:08:53,265.32,17.54,18.18,40.43,6.216,--,--,--,--,23.46,26.72,17.54,40.43,22.89,10.97099,,
266, 2024/5/3 14:08:54,266.32,17.56,18.16,40.4,6.232,--,--,--,--,23.46,26.71,17.56,40.4,22.84,10.96056,,
267, 2024/5/3 14:08:55,267.32,17.57,18.12,40.37,6.24,--,--,--,--,23.47,26.7,17.57,40.37,22.8,10.95694,,
268, 2024/5/3 14:08:56,268.32,17.59,18.1,40.36,6.192,--,--,--,--,23.47,26.68,17.59,40.36,22.77,10.94512,,
269, 2024/5/3 14:08:57,269.32,17.6,18.06,40.32,6.224,--,--,--,--,23.48,26.68,17.6,40.32,22.72,10.94108,,
270, 2024/5/3 14:08:58,270.33,17.61,18.04,40.26,6.216,--,--,--,--,23.47,26.66,17.61,40.26,22.65,10.91741,,
271, 2024/5/3 14:08:59,271.32,17.57,17.98,40.25,6.232,--,--,--,--,23.47,26.63,17.57,40.25,22.68,10.94258,,
272, 2024/5/3 14:09:00,272.33,17.57,18.03,40.21,6.224,--,--,--,--,23.46,26.63,17.57,40.21,22.64,10.91158,,
273, 2024/5/3 14:09:01,273.33,17.59,18.16,40.19,6.192,--,--,--,--,23.47,26.66,17.59,40.19,22.6,10.85873,,
274, 2024/5/3 14:09:02,274.33,17.65,18.35,40.13,6.224,--,--,--,--,23.47,26.71,17.65,40.13,22.48,10.77265,,
275, 2024/5/3 14:09:03,275.33,17.62,18.38,40.09,6.208,--,--,--,--,23.47,26.7,17.62,40.09,22.47,10.75424,,
276, 2024/5/3 14:09:04,276.33,17.6,18.3,40.09,6.232,--,--,--,--,23.47,26.68,17.6,40.09,22.49,10.78427,,
277, 2024/5/3 14:09:05,277.33,17.58,18.2,40.03,6.232,--,--,--,--,23.47,26.64,17.58,40.03,22.45,10.791,,
278, 2024/5/3 14:09:06,278.33,17.63,18.2,39.99,6.24,--,--,--,--,23.47,26.64,17.63,39.99,22.36,10.76176,,
279, 2024/5/3 14:09:07,279.34,17.59,18.2,40.01,6.232,--,--,--,--,23.47,26.63,17.59,40.01,22.42,10.77993,,
280, 2024/5/3 14:09:08,280.34,17.6,18.2,39.93,6.216,--,--,--,--,23.47,26.61,17.6,39.93,22.33,10.74152,,
281, 2024/5/3 14:09:09,281.34,17.54,18.27,39.91,6.2,--,--,--,--,23.47,26.6,17.54,39.91,22.37,10.72935,,
282, 2024/5/3 14:09:10,282.34,17.63,18.48,39.89,6.216,--,--,--,--,23.47,26.68,17.63,39.89,22.26,10.64405,,
283, 2024/5/3 14:09:11,283.34,17.59,18.64,39.88,6.232,--,--,--,--,23.47,26.71,17.59,39.88,22.29,10.61302,,
284, 2024/5/3 14:09:12,284.34,17.56,18.71,39.84,6.248,--,--,--,--,23.47,26.72,17.56,39.84,22.28,10.58995,,
285, 2024/5/3 14:09:13,285.34,17.53,18.57,39.82,6.208,--,--,--,--,23.47,26.66,17.53,39.82,22.29,10.61935,,
286, 2024/5/3 14:09:14,286.35,17.59,18.5,39.8,6.232,--,--,--,--,23.48,26.66,17.59,39.8,22.21,10.61563,,
287, 2024/5/3 14:09:15,287.35,17.58,18.46,39.75,6.224,--,--,--,--,23.48,26.63,17.58,39.75,22.17,10.60682,,
288, 2024/5/3 14:09:16,288.35,17.58,18.4,39.75,6.24,--,--,--,--,23.48,26.62,17.58,39.75,22.17,10.62483,,
289, 2024/5/3 14:09:17,289.35,17.55,18.42,39.72,6.232,--,--,--,--,23.48,26.61,17.55,39.72,22.17,10.61455,,
290, 2024/5/3 14:09:18,290.35,17.56,18.47,39.64,6.232,--,--,--,--,23.47,26.6,17.56,39.64,22.08,10.56594,,
291, 2024/5/3 14:09:19,291.35,17.57,18.63,39.63,6.224,--,--,--,--,23.48,26.64,17.57,39.63,22.06,10.51684,,
292, 2024/5/3 14:09:20,292.36,17.61,18.71,39.6,6.224,--,--,--,--,23.48,26.66,17.61,39.6,21.99,10.4727,,
293, 2024/5/3 14:09:21,293.36,17.61,18.65,39.62,6.232,--,--,--,--,23.48,26.65,17.61,39.62,22.01,10.49744,,
294, 2024/5/3 14:09:22,294.36,17.6,18.61,39.55,6.216,--,--,--,--,23.47,26.62,17.6,39.55,21.95,10.47908,,
295, 2024/5/3 14:09:23,295.36,17.6,18.48,39.51,6.224,--,--,--,--,23.48,26.58,17.6,39.51,21.91,10.49722,,
296, 2024/5/3 14:09:24,296.36,17.61,18.39,39.51,6.216,--,--,--,--,23.48,26.56,17.61,39.51,21.9,10.51628,,
297, 2024/5/3 14:09:25,297.36,17.62,18.85,39.46,6.248,--,--,--,--,23.48,26.67,17.62,39.46,21.84,10.38084,,
298, 2024/5/3 14:09:26,298.36,17.65,19.08,39.44,6.24,--,--,--,--,23.48,26.73,17.65,39.44,21.79,10.30523,,
299, 2024/5/3 14:09:27,299.37,17.65,19,39.41,6.24,--,--,--,--,23.48,26.7,17.65,39.41,21.76,10.31275,,
300, 2024/5/3 14:09:28,300.36,17.65,18.95,39.37,6.264,--,--,--,--,23.49,26.69,17.65,39.37,21.72,10.31274,,
301, 2024/5/3 14:09:29,301.37,17.59,18.88,39.38,6.224,--,--,--,--,23.48,26.64,17.59,39.38,21.79,10.34527,,
302, 2024/5/3 14:09:30,302.37,17.61,18.79,39.34,6.24,--,--,--,--,23.48,26.62,17.61,39.34,21.73,10.3483,,
303, 2024/5/3 14:09:31,303.37,17.62,18.74,39.31,6.224,--,--,--,--,23.47,26.6,17.62,39.31,21.69,10.34309,,
304, 2024/5/3 14:09:32,304.37,17.58,18.72,39.27,6.24,--,--,--,--,23.48,26.58,17.58,39.27,21.69,10.34603,,
305, 2024/5/3 14:09:33,305.37,17.58,18.73,39.24,6.248,--,--,--,--,23.48,26.58,17.58,39.24,21.66,10.33259,,
306, 2024/5/3 14:09:34,306.37,17.63,18.72,39.22,6.224,--,--,--,--,23.48,26.57,17.63,39.22,21.59,10.30843,,
307, 2024/5/3 14:09:35,307.37,17.59,18.61,39.19,6.208,--,--,--,--,23.47,26.52,17.59,39.19,21.6,10.33302,,
308, 2024/5/3 14:09:36,308.38,17.59,18.56,39.14,6.248,--,--,--,--,23.48,26.51,17.59,39.14,21.55,10.33221,,
309, 2024/5/3 14:09:37,309.38,17.6,18.48,39.16,6.24,--,--,--,--,23.48,26.5,17.6,39.16,21.56,10.3567,,
310, 2024/5/3 14:09:38,310.38,17.57,18.44,39.1,6.272,--,--,--,--,23.48,26.47,17.57,39.1,21.53,10.3567,,
311, 2024/5/3 14:09:39,311.38,17.59,18.4,39.11,6.24,--,--,--,--,23.49,26.46,17.59,39.11,21.52,10.35988,,
312, 2024/5/3 14:09:40,312.38,17.6,18.39,39.09,6.256,--,--,--,--,23.49,26.46,17.6,39.09,21.49,10.35425,,
313, 2024/5/3 14:09:41,313.38,17.59,18.37,39.06,6.256,--,--,--,--,23.49,26.45,17.59,39.06,21.47,10.35011,,
314, 2024/5/3 14:09:42,314.38,17.59,18.34,39.05,6.272,--,--,--,--,23.5,26.44,17.59,39.05,21.46,10.35664,,
315, 2024/5/3 14:09:43,315.39,17.58,18.28,38.97,6.256,--,--,--,--,23.49,26.4,17.58,38.97,21.39,10.33991,,
316, 2024/5/3 14:09:44,316.39,17.57,18.18,38.96,6.248,--,--,--,--,23.48,26.37,17.57,38.96,21.39,10.36353,,
317, 2024/5/3 14:09:45,317.39,17.6,18.14,38.99,6.248,--,--,--,--,23.49,26.37,17.6,38.99,21.39,10.37777,,
318, 2024/5/3 14:09:46,318.39,17.59,18.1,38.91,6.248,--,--,--,--,23.48,26.34,17.59,38.91,21.32,10.35878,,
319, 2024/5/3 14:09:47,319.39,17.57,18.25,38.91,6.208,--,--,--,--,23.48,26.36,17.57,38.91,21.34,10.31785,,
320, 2024/5/3 14:09:48,320.39,17.58,18.42,38.87,6.248,--,--,--,--,23.49,26.41,17.58,38.87,21.29,10.26152,,
321, 2024/5/3 14:09:49,321.39,17.59,18.44,38.85,6.272,--,--,--,--,23.5,26.42,17.59,38.85,21.26,10.24961,,
322, 2024/5/3 14:09:50,322.4,17.56,18.43,38.8,6.248,--,--,--,--,23.49,26.39,17.56,38.8,21.24,10.23634,,
323, 2024/5/3 14:09:51,323.4,17.59,18.42,38.81,6.272,--,--,--,--,23.5,26.4,17.59,38.81,21.22,10.23864,,
324, 2024/5/3 14:09:52,324.4,17.57,18.46,38.76,6.232,--,--,--,--,23.49,26.38,17.57,38.76,21.19,10.20669,,
325, 2024/5/3 14:09:53,325.4,17.59,18.59,38.75,6.224,--,--,--,--,23.49,26.41,17.59,38.75,21.16,10.16196,,
326, 2024/5/3 14:09:54,326.4,17.56,18.69,38.7,6.264,--,--,--,--,23.48,26.43,17.56,38.7,21.14,10.13201,,
327, 2024/5/3 14:09:55,327.4,17.59,18.64,38.68,6.248,--,--,--,--,23.48,26.42,17.59,38.68,21.09,10.12511,,
328, 2024/5/3 14:09:56,328.4,17.56,18.57,38.65,6.264,--,--,--,--,23.48,26.39,17.56,38.65,21.09,10.14254,,
329, 2024/5/3 14:09:57,329.41,17.6,18.51,38.65,6.248,--,--,--,--,23.49,26.38,17.6,38.65,21.05,10.14355,,
330, 2024/5/3 14:09:58,330.41,17.58,18.58,38.62,6.24,--,--,--,--,23.48,26.38,17.58,38.62,21.04,10.11776,,
331, 2024/5/3 14:09:59,331.41,17.54,18.55,38.62,6.264,--,--,--,--,23.49,26.37,17.54,38.62,21.08,10.1414,,
332, 2024/5/3 14:10:00,332.41,17.61,18.58,38.57,6.264,--,--,--,--,23.49,26.38,17.61,38.57,20.96,10.09325,,
333, 2024/5/3 14:10:01,333.41,17.56,18.56,38.55,6.272,--,--,--,--,23.5,26.36,17.56,38.55,20.99,10.10631,,
334, 2024/5/3 14:10:02,334.41,17.58,18.52,38.51,6.256,--,--,--,--,23.48,26.34,17.58,38.51,20.93,10.09183,,
335, 2024/5/3 14:10:03,335.42,17.6,18.46,38.5,6.264,--,--,--,--,23.5,26.33,17.6,38.5,20.9,10.09905,,
336, 2024/5/3 14:10:04,336.41,17.58,18.4,38.48,6.272,--,--,--,--,23.49,26.31,17.58,38.48,20.9,10.11386,,
337, 2024/5/3 14:10:05,337.42,17.58,18.35,38.44,6.288,--,--,--,--,23.5,26.29,17.58,38.44,20.86,10.11386,,
338, 2024/5/3 14:10:06,338.42,17.58,18.31,38.42,6.288,--,--,--,--,23.5,26.28,17.58,38.42,20.84,10.11634,,
339, 2024/5/3 14:10:07,339.42,17.56,18.31,38.4,6.256,--,--,--,--,23.5,26.26,17.56,38.4,20.84,10.10812,,
340, 2024/5/3 14:10:08,340.42,17.53,18.23,38.39,6.288,--,--,--,--,23.49,26.24,17.53,38.39,20.86,10.13969,,
341, 2024/5/3 14:10:09,341.42,17.55,18.18,38.35,6.28,--,--,--,--,23.49,26.22,17.55,38.35,20.8,10.1297,,
342, 2024/5/3 14:10:10,342.42,17.57,18.15,38.33,6.288,--,--,--,--,23.49,26.21,17.57,38.33,20.76,10.12548,,
343, 2024/5/3 14:10:11,343.43,17.57,18.15,38.31,6.28,--,--,--,--,23.5,26.21,17.57,38.31,20.74,10.11599,,
344, 2024/5/3 14:10:12,344.43,17.55,18.12,38.29,6.272,--,--,--,--,23.49,26.19,17.55,38.29,20.74,10.12015,,
345, 2024/5/3 14:10:13,345.43,17.59,18.08,38.28,6.28,--,--,--,--,23.5,26.19,17.59,38.28,20.69,10.11698,,
346, 2024/5/3 14:10:14,346.43,17.56,18.25,38.25,6.272,--,--,--,--,23.5,26.21,17.56,38.25,20.69,10.06695,,
347, 2024/5/3 14:10:15,347.43,17.54,18.35,38.21,6.304,--,--,--,--,23.5,26.23,17.54,38.21,20.67,10.03658,,
348, 2024/5/3 14:10:16,348.43,17.55,18.41,38.2,6.312,--,--,--,--,23.51,26.25,17.55,38.2,20.65,10.01556,,
349, 2024/5/3 14:10:17,349.43,17.55,18.4,38.18,6.28,--,--,--,--,23.5,26.23,17.55,38.18,20.63,10.00412,,
350, 2024/5/3 14:10:18,350.43,17.54,18.32,38.18,6.304,--,--,--,--,23.49,26.22,17.54,38.18,20.64,10.03251,,
351, 2024/5/3 14:10:19,351.44,17.56,18.3,38.14,6.256,--,--,--,--,23.5,26.19,17.56,38.14,20.58,10.00694,,
352, 2024/5/3 14:10:20,352.44,17.54,18.3,38.06,6.272,--,--,--,--,23.49,26.17,17.54,38.06,20.52,9.983955,,
353, 2024/5/3 14:10:21,353.44,17.55,18.32,38.1,6.256,--,--,--,--,23.49,26.18,17.55,38.1,20.55,9.988647,,
354, 2024/5/3 14:10:22,354.44,17.56,18.33,38.06,6.296,--,--,--,--,23.49,26.19,17.56,38.06,20.5,9.974933,,
355, 2024/5/3 14:10:23,355.44,17.57,18.32,38.05,6.264,--,--,--,--,23.5,26.18,17.57,38.05,20.48,9.964549,,
356, 2024/5/3 14:10:24,356.44,17.54,18.31,38,6.304,--,--,--,--,23.5,26.17,17.54,38,20.46,9.963732,,
357, 2024/5/3 14:10:25,357.44,17.62,18.32,38,6.296,--,--,--,--,23.51,26.19,17.62,38,20.38,9.936502,,
358, 2024/5/3 14:10:26,358.45,17.56,18.26,37.99,6.28,--,--,--,--,23.5,26.15,17.56,37.99,20.43,9.962521,,
359, 2024/5/3 14:10:27,359.45,17.57,18.21,37.95,6.288,--,--,--,--,23.51,26.13,17.57,37.95,20.38,9.958602,,
360, 2024/5/3 14:10:28,360.45,17.55,18.17,37.94,6.288,--,--,--,--,23.51,26.12,17.55,37.94,20.39,9.970992,,
361, 2024/5/3 14:10:29,361.45,17.53,18.16,37.93,6.296,--,--,--,--,23.5,26.11,17.53,37.93,20.4,9.976995,,
362, 2024/5/3 14:10:30,362.45,17.56,18.15,37.91,6.304,--,--,--,--,23.51,26.11,17.56,37.91,20.35,9.964741,,
363, 2024/5/3 14:10:31,363.45,17.55,18.16,37.85,6.288,--,--,--,--,23.49,26.09,17.55,37.85,20.3,9.938112,,
364, 2024/5/3 14:10:32,364.46,17.56,18.13,37.84,6.288,--,--,--,--,23.5,26.08,17.56,37.84,20.28,9.939297,,
365, 2024/5/3 14:10:33,365.46,17.57,18.12,37.82,6.288,--,--,--,--,23.5,26.08,17.57,37.82,20.25,9.931226,,
366, 2024/5/3 14:10:34,366.46,17.57,18.08,37.79,6.288,--,--,--,--,23.5,26.06,17.57,37.79,20.22,9.930107,,
367, 2024/5/3 14:10:35,367.46,17.64,18.05,37.8,6.288,--,--,--,--,23.52,26.07,17.64,37.8,20.16,9.922215,,
368, 2024/5/3 14:10:36,368.46,17.57,18.06,37.76,6.28,--,--,--,--,23.5,26.05,17.57,37.76,20.19,9.922065,,
369, 2024/5/3 14:10:37,369.46,17.6,18.03,37.75,6.28,--,--,--,--,23.5,26.04,17.6,37.75,20.15,9.917665,,
370, 2024/5/3 14:10:38,370.46,17.55,18.07,37.71,6.296,--,--,--,--,23.51,26.04,17.55,37.71,20.16,9.908628,,
371, 2024/5/3 14:10:39,371.46,17.56,18.04,37.68,6.304,--,--,--,--,23.5,26.03,17.56,37.68,20.12,9.903662,,
372, 2024/5/3 14:10:40,372.47,17.58,18.35,37.65,6.288,--,--,--,--,23.5,26.1,17.58,37.65,20.07,9.80043,,
373, 2024/5/3 14:10:41,373.47,17.56,18.54,37.67,6.288,--,--,--,--,23.5,26.14,17.56,37.67,20.11,9.76444,,
374, 2024/5/3 14:10:42,374.47,17.61,18.61,37.6,6.28,--,--,--,--,23.5,26.15,17.61,37.6,19.99,9.702496,,
375, 2024/5/3 14:10:43,375.47,17.57,18.64,37.63,6.304,--,--,--,--,23.51,26.17,17.57,37.63,20.06,9.723082,,
376, 2024/5/3 14:10:44,376.47,17.59,18.64,37.6,6.304,--,--,--,--,23.51,26.16,17.59,37.6,20.01,9.705401,,
377, 2024/5/3 14:10:45,377.48,17.59,18.66,37.58,6.312,--,--,--,--,23.51,26.17,17.59,37.58,19.99,9.693988,,
378, 2024/5/3 14:10:46,378.5,17.58,18.65,37.57,6.312,--,--,--,--,23.51,26.16,17.58,37.57,19.99,9.695591,,
379, 2024/5/3 14:10:47,379.52,17.6,18.66,37.55,6.312,--,--,--,--,23.5,26.16,17.6,37.55,19.95,9.679266,,
380, 2024/5/3 14:10:48,380.53,17.57,18.61,37.51,6.304,--,--,--,--,23.5,26.13,17.57,37.51,19.94,9.68374,,
381, 2024/5/3 14:10:50,381.55,17.57,18.56,37.52,6.296,--,--,--,--,23.51,26.12,17.57,37.52,19.95,9.699006,,
382, 2024/5/3 14:10:51,382.56,17.56,18.56,37.46,6.312,--,--,--,--,23.51,26.1,17.56,37.46,19.9,9.681696,,
383, 2024/5/3 14:10:52,383.58,17.58,18.46,37.47,6.312,--,--,--,--,23.51,26.09,17.58,37.47,19.89,9.705822,,
384, 2024/5/3 14:10:53,384.6,17.58,18.48,37.43,6.296,--,--,--,--,23.51,26.08,17.58,37.43,19.85,9.681687,,
385, 2024/5/3 14:10:54,385.62,17.59,18.44,37.4,6.296,--,--,--,--,23.51,26.06,17.59,37.4,19.81,9.677525,,
386, 2024/5/3 14:10:55,386.63,17.58,18.48,37.38,6.304,--,--,--,--,23.51,26.07,17.58,37.38,19.8,9.663795,,
387, 2024/5/3 14:10:56,387.64,17.62,18.65,37.35,6.312,--,--,--,--,23.51,26.11,17.62,37.35,19.73,9.5977,,
388, 2024/5/3 14:10:57,388.66,17.6,18.65,37.35,6.312,--,--,--,--,23.52,26.11,17.6,37.35,19.75,9.603603,,
389, 2024/5/3 14:10:58,389.67,17.6,18.65,37.33,6.312,--,--,--,--,23.52,26.1,17.6,37.33,19.73,9.595803,,
390, 2024/5/3 14:10:59,390.68,17.57,18.61,37.3,6.32,--,--,--,--,23.51,26.08,17.57,37.3,19.73,9.60498,,
391, 2024/5/3 14:11:00,391.7,17.59,18.57,37.29,6.304,--,--,--,--,23.51,26.07,17.59,37.29,19.7,9.60228,,
